latitude,longitude,score
42.36458969,-71.052544,1.64452253
42.33805466,-71.01111111,1.689929379
42.33922958,-71.09471798,1.526837307
42.37298965,-71.09119536,1.530566827
42.35000992,-71.06575073,1.578465389
42.35524368,-71.06724067,1.48306308
42.36408234,-71.03365577,1.808607371
42.27561569,-71.156441,1.74755843
42.3235321,-71.08491631,0.756757126
42.35842896,-71.0597732,1.681152
42.36010742,-71.05526637,1.64452253
42.31193924,-71.06636915,0.745979878
42.35000992,-71.06575073,1.250234188
42.37491989,-71.0891322,1.48306308
42.34953308,-71.07780425,1.441350846
42.34999847,-71.076,1.313923162
42.34447861,-71.04738041,1.803090913
42.33929825,-71.1367,1.803090913
42.3119278,-71.06651489,1.526837307
42.34650803,-71.0972024,1.569969121
42.36587524,-71.06187608,0.608079234
42.35244751,-71.054956,1.689973133
42.34650803,-71.0972024,1.458002087
42.34634018,-71.09752969,1.569969121
42.35000992,-71.06575073,0.693793605
42.34650803,-71.0972024,1.354142252
42.35990143,-71.0558134,1.591107209
42.35165024,-71.07321098,1.258677721
42.35000992,-71.06575073,0.693793605
42.34669876,-71.097,1.38799936
42.34650803,-71.0972024,1.803090913
42.31845474,-71.1584132,1.796073758
42.35411072,-71.069942,1.74755843
42.3694725,-71.1208403,1.54543671
42.34650803,-71.0972024,1.652012454
42.35320282,-71.073975,1.833833063
42.33927917,-71.09425492,1.526837307
42.35499954,-71.06555556,0.647066291
42.34650803,-71.0972024,1.569969121
42.35990524,-71.0555744,1.652012454
42.3599205,-71.0558252,1.670281458
42.30387497,-71.07872405,1.64452253
42.33927917,-71.09425492,1.595974863
42.36408615,-71.03169519,1.234693984
42.34650803,-71.0972024,1.340518733
42.354599,-71.06211688,1.611868009
42.33735657,-71.08938837,1.569969121
42.32357407,-71.08495286,0.565008676
42.34880066,-71.0953601,1.250234188
42.33927917,-71.09425492,1.676689119
42.36014938,-71.05433749,1.354142252
42.34650803,-71.0972024,1.864954114
42.33737946,-71.04707982,1.64452253
42.34650803,-71.0972024,1.689973133
42.34729767,-71.15896438,0.674280153
42.36378098,-71.10151359,1.715567252
42.33744431,-71.08932488,1.54543671
42.29214478,-71.05300283,1.524762504
42.34650803,-71.0972024,1.321427926
42.35906219,-71.052661,0.572226933
42.31723022,-71.05417786,1.659999867
42.34051514,-71.126409,1.739796021
42.36768341,-71.0762691,0.611601203
42.31720352,-71.05417148,0.693793605
42.34650803,-71.0972024,1.54543671
42.3490181,-71.09144615,0.674280153
42.34897614,-71.13748267,0.58990174
42.30138779,-71.09444444,0.619646557
42.34650803,-71.0972024,1.526837307
42.35446167,-71.13070208,1.833833063
42.34727478,-71.07960114,1.853836055
42.3541832,-71.05326562,1.74755843
42.35611725,-71.0552516,0.693793605
42.34650803,-71.0972024,1.64452253
42.35931015,-71.02705047,1.48306308
42.36564636,-71.05335066,1.569969121
42.37260056,-71.084851,0.608079234
42.3078537,-71.0790952,0.572226933
42.36500168,-71.10361111,1.557654619
42.34468079,-71.09821715,1.430158698
42.3079567,-71.07929955,0.735271723
42.34650803,-71.0972024,1.631816787
42.35829926,-71.0661,1.090985604
42.34650803,-71.0972024,1.340518733
42.34650803,-71.0972024,1.874813366
42.32852936,-71.057671,0.619646557
42.35379791,-71.1370304,1.578465389
42.3610611,-71.0844008,1.54543671
42.34650803,-71.0972024,1.652012454
42.28894424,-71.13570037,0.560550708
42.35842896,-71.0597732,1.681152
42.35176849,-71.061378,1.611868009
42.34885788,-71.13361579,1.715567252
42.35842896,-71.0597732,1.681152
42.35439682,-71.06236537,0.608079234
42.34880066,-71.0953601,1.715567252
42.33461761,-71.05125999,0.655839842
42.34554291,-71.09767704,0.545305906
42.35611725,-71.0552516,0.693793605
42.35611725,-71.0552516,0.693793605
42.35485458,-71.0661193,1.519569529
42.31606293,-71.11742012,0.643984453
42.35411072,-71.069942,1.689973133
42.27686691,-71.1498409,0.674280153
42.34078979,-71.15338276,0.617236808
42.35524368,-71.06724067,1.652012454
42.35775757,-71.05323508,1.48306308
42.313797,-71.11963261,0.608079234
42.35411072,-71.069942,1.833833063
42.34693146,-71.09732107,1.689973133
42.35611725,-71.0552516,0.608079234
42.28680038,-71.064762,1.118754846
42.34850311,-71.1305388,1.816928297
42.34650803,-71.0972024,0.59943303
42.30492401,-71.09800058,0.761079513
42.36383057,-71.10144819,0.647066291
42.34923553,-71.138639,1.526837307
42.30439758,-71.08881341,1.526837307
42.36500168,-71.10361111,1.48306308
42.34069443,-71.069344,1.48306308
42.34650803,-71.0972024,1.689973133
42.34662628,-71.09732737,1.441350846
42.34384918,-71.07186389,1.448149016
42.34650803,-71.0972024,1.837057691
42.35174179,-71.0327695,1.450714657
42.35112,-71.10881042,1.689973133
42.34650803,-71.0972024,0.608079234
42.35842896,-71.0597732,1.519569529
42.28905487,-71.067378,1.689973133
42.35971832,-71.05360491,1.591107209
42.30848312,-71.08746825,1.689973133
42.35842896,-71.0597732,1.681152
42.34643936,-71.0973039,1.714735724
42.33026123,-71.09891199,1.64452253
42.34650803,-71.0972024,1.731875478
42.33927917,-71.09425492,1.526837307
42.34860992,-71.04199661,1.317662517
42.35842896,-71.0597732,1.681152
42.35059357,-71.08421962,1.569969121
42.34723282,-71.0959756,0.558423819
42.35932922,-71.06455994,1.48306308
42.32359695,-71.08496934,0.693793605
42.28905487,-71.067378,1.795744337
42.28323746,-71.03692722,0.693793605
42.34823227,-71.12454669,1.037405288
42.34849548,-71.1087756,1.64452253
42.35912704,-71.0879082,1.132634333
42.37348557,-71.09860828,1.596086919
42.34446335,-71.10163543,1.64452253
42.34569931,-71.079,1.739796021
42.35611725,-71.0552516,1.58108245
42.35842896,-71.0597732,1.579004263
42.34650803,-71.0972024,1.48306308
42.35430908,-71.07996298,1.652012454
42.34650803,-71.0972024,1.652012454
42.33451843,-71.07288439,1.731875478
42.2929306,-71.074755,1.74755843
42.34650803,-71.0972024,1.374336323
42.35096741,-71.07795714,1.64452253
42.34977341,-71.13054039,1.624522458
42.34410858,-71.043968,1.54543671
42.35267639,-71.1319633,1.853836055
42.34650803,-71.0972024,1.693896322
42.34934235,-71.09512058,0.608079234
42.36526489,-71.1036828,0.756757126
42.3428421,-71.085689,1.756812401
42.34723282,-71.0959756,0.647066291
42.33927917,-71.09425492,1.526837307
42.35611725,-71.0552516,1.795744337
42.35333633,-71.06259437,0.572226933
42.35039902,-71.0651,1.715567252
42.35924911,-71.05597936,1.441350846
42.3428421,-71.085689,1.777003199
42.35401535,-71.062105,1.652012454
42.35842896,-71.0597732,1.681152
42.35921478,-71.05001014,1.88001715
42.29400635,-71.04636424,0.629798394
42.36205292,-71.05199303,1.206066117
42.35398483,-71.06233284,1.321427926
42.3470993,-71.0884,0.7063
42.35136795,-71.040491,1.2508
42.34384918,-71.07186389,1.2649
42.34650803,-71.08659891,0.7175
42.30377197,-71.08507263,1.5225
42.35136795,-71.040491,1.2508
42.32210159,-71.1093,1.6746
42.35136795,-71.040491,1.2508
42.34824371,-71.08347416,1.4232
42.34723282,-71.0959756,1.271
42.40842819,-71.0536625,1.4126
42.31785202,-71.07227116,0.5891
42.35430908,-71.07996298,1.2674
42.34976578,-71.082809,1.5518
42.34292603,-71.08574507,0.7166
42.35718155,-71.05125556,1.569969121
42.36097336,-71.05118947,1.769884325
42.33647919,-71.07696237,0.608079234
42.36295319,-71.09171997,1.62079637
42.34827423,-71.12440308,1.321427926
42.35340118,-71.07022694,0.756757126
42.37490082,-71.0891,1.48306308
42.3444519,-71.044884,1.569969121
42.35611725,-71.0552516,0.608079234
42.34916687,-71.08416667,1.803859016
42.36116409,-71.06397611,1.668243073
42.36670685,-71.099174,1.74755843
42.34650803,-71.0972024,1.569969121
42.35779953,-71.0617,0.735271723
42.3508873,-71.06485389,1.74755843
42.3361969,-71.04374637,1.842067527
42.33613586,-71.04383689,0.663077459
42.34161377,-71.06883097,0.655839842
42.35612106,-71.0742742,1.48306308
42.34723282,-71.0959756,1.64452253
42.35676193,-71.06979477,1.441350846
42.36547089,-71.08232617,1.57919119
42.37478256,-71.089185,1.569969121
42.34820175,-71.12451352,0.693793605
42.35611725,-71.0552516,1.69297491
42.36030579,-71.05062861,0.780346986
42.28683853,-71.08638,1.48306308
42.34650803,-71.0972024,1.803090913
42.35073471,-71.06615155,1.340518733
42.36452103,-71.08138992,1.49910717
42.27920151,-71.09314258,1.420595202
42.34749603,-71.087925,1.630848888
42.34860992,-71.084122,1.250234188
42.36483002,-71.100424,1.64452253
42.35744858,-71.060756,1.526837307
42.35842896,-71.0597732,1.681152
42.3532753,-71.06327279,1.652012454
42.36309814,-71.10702511,1.321427926
42.36001587,-71.09171168,1.605978616
42.36307526,-71.10063769,1.803859016
42.34384918,-71.07186389,1.340518733
42.37012863,-71.07369254,1.340518733
42.35398483,-71.06233284,0.584261591
42.34723282,-71.0959756,1.811487606
42.33320999,-71.14582638,1.739796021
42.37485504,-71.08909128,1.48306308
42.33621216,-71.04363622,1.731875478
42.3205452,-71.06157882,1.689973133
42.33927917,-71.09425492,1.526837307
42.33336639,-71.10670682,0.608079234
42.35398483,-71.06233284,1.763740216
42.33335876,-71.1068017,1.605978616
42.3430748,-71.09627619,0.693793605
42.3526001,-71.13882229,1.663097399
42.36449814,-71.08129774,1.708737832
42.3444519,-71.044884,1.643393121
42.35956955,-71.05128,1.569969121
42.34708023,-71.08237712,1.652012454
42.31151962,-71.08848186,1.803859016
42.3512001,-71.0402,1.646537158
42.31164551,-71.08842552,1.478047444
42.3512001,-71.0402,1.651071184
42.3512001,-71.0402,1.458002087
42.3512001,-71.0402,1.725426341
42.34999847,-71.076,0.652293311
42.33588791,-71.04352106,1.670010008
42.3512001,-71.0402,1.422722073
42.35329437,-71.14612579,1.48306308
42.3512001,-71.0402,1.647417866
42.30746841,-71.130738,1.731875478
42.34844208,-71.11928877,1.88001715
42.3512001,-71.0402,1.516492676
42.3512001,-71.0402,1.321427926
42.33927917,-71.09425492,1.381630993
42.3512001,-71.0402,1.208550598
42.3512001,-71.0402,1.613823218
42.35991669,-71.05661714,1.655573757
42.33927917,-71.09425492,1.40125749
42.34599686,-71.0870192,1.441350846
42.3512001,-71.0402,0.726658172
42.35538101,-71.06234274,1.48306308
42.35779953,-71.0617,1.746696951
42.33927917,-71.09425492,1.526837307
42.3512001,-71.0402,1.715567252
42.36002731,-71.05512286,1.526837307
42.36650085,-71.0908,1.48306308
42.3512001,-71.0402,0.761079513
42.36494827,-71.055107,1.48306308
42.32357788,-71.08495763,1.689973133
42.35842896,-71.0597732,1.446585748
42.3512001,-71.0402,0.674280153
42.33927917,-71.09425492,1.689973133
42.34465027,-71.096306,1.74755843
42.35317993,-71.13263718,1.441350846
42.36650085,-71.0908,1.321427926
42.3571701,-71.052733,1.321427926
42.3227272,-71.10734371,1.569969121
42.33702469,-71.07605916,1.725426341
42.34927368,-71.07957273,1.803300339
42.33840561,-71.14935288,0.944972469
42.34909058,-71.07404499,1.724059399
42.33702469,-71.07605916,1.250234188
42.35221481,-71.059059,1.652012454
42.35611725,-71.0552516,0.86859399
42.35943222,-71.09159818,1.569969121
42.32350922,-71.08489538,1.38799936
42.35343933,-71.05916942,1.526837307
42.33702469,-71.07605916,1.689973133
42.36650085,-71.0908,1.526837307
42.35965729,-71.055946,1.374601864
42.35611725,-71.0552516,0.608079234
42.35611725,-71.0552516,0.605322313
42.35611725,-71.0552516,0.761079513
42.35611725,-71.0552516,0.693793605
42.35611725,-71.0552516,0.693793605
42.35611725,-71.0552516,1.866906609
42.35611725,-71.0552516,1.547543427
42.35611725,-71.0552516,0.756757126
42.35626221,-71.0625966,1.803859016
42.34973526,-71.05767282,0.840128219
42.34942627,-71.09972512,1.360041422
42.36869812,-71.0948,1.586556847
42.36458206,-71.06287818,0.761079513
42.35779953,-71.0617,1.340518733
42.33927917,-71.09425492,1.60633559
42.37100983,-71.10682339,1.769884325
42.31911087,-71.0996998,0.608079234
42.36013412,-71.05399928,1.635052377
42.35611725,-71.0552516,0.693793605
42.36174393,-71.05705063,0.647066291
42.36869812,-71.0948,1.859974995
42.35681534,-71.051811,1.74755843
42.35611725,-71.0552516,1.48306308
42.34731674,-71.09814132,1.48306308
42.33927917,-71.09425492,1.526837307
42.34882355,-71.158282,1.681152
42.35221481,-71.059059,0.756757126
42.34997559,-71.06531504,1.48306308
42.32860947,-71.0825,1.724276641
42.32852936,-71.145067,0.681764268
42.35815811,-71.0585053,1.681152
42.35611725,-71.0552516,1.689973133
42.35842896,-71.0597732,1.681152
42.3004303,-71.07559379,1.526837307
42.36000061,-71.055,1.652012454
42.3669548,-71.07495726,1.115644764
42.35808182,-71.14949005,1.788701821
42.34635162,-71.1626756,1.446585748
42.33779526,-71.0705763,1.681152
42.28905487,-71.067378,1.548253023
42.36622238,-71.05746351,1.64452253
